id,Date,Title,acf_musico_nombre_artistico,acf_musico_provincia,acf_musico_tipo,acf_musico_formatos_disponibles,acf_musico_precio_minimo_dj,acf_musico_coste_hora_extra_dj,acf_musico_precio_minimo_solista,acf_musico_coste_hora_extra_solista,acf_musico_precio_minimo_duo,acf_musico_coste_hora_extra_duo,acf_musico_precio_minimo_trio,acf_musico_coste_hora_extra_trio,acf_musico_precio_minimo_cuarteto,acf_musico_coste_hora_extra_cuarteto,acf_musico_precio_minimo_conjunto,acf_musico_coste_hora_extra_conjunto,acf_musico_precio_minimo_banda_bateria,acf_musico_coste_hora_extra_banda_bateria,acf_musico_genero_musical,acf_musico_url_youtube_1,acf_musico_url_youtube_2,acf_musico_url_youtube_3,acf_musico_titulo_youtube_4,acf_musico_titulo_youtube_5,acf_musico_repertorio_completo,estados músico,Nº CONTRATACIONES,Author ID
20494,2022-10-01,King Joker Musica,King Joker Musica,Alicante,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:18:""Banda con batería"";}",,,150,50,200,80,280,100,300,120,,,500,180,"a:4:{i:0;s:7:""Comedia"";i:1;s:6:""Latina"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",,,,,,,Incompleto,0,2007
20495,2022-10-01,King Joker Musica,King Joker Musica,Alicante,Músico,"a:6:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";i:5;s:18:""Banda con batería"";}",,,150,50,200,80,280,100,300,120,400,160,500,180,"a:5:{i:0;s:7:""Comedia"";i:1;s:6:""Latina"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";i:4;s:5:""Otros"";}",https://youtu.be/9BdJArMoM6Y,https://youtu.be/JdDiifH2YW0,https://youtu.be/U43GeYrh1Cc,,,"Música propia de King joker música,. Foto, Miguel Bosé, duncand, hombres G, boleros, música melódica , Luis Miguel, Rafael, Alaska, tequila, mucho pop español. Rock español. Etc",Completo,0,2007
20498,2022-10-02,Efectos Personales,Efectos Personales,Valencia,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:18:""Banda con batería"";}",,,,,200,80,280,100,,,,,500,180,"a:4:{i:0;s:9:""Acústico"";i:1;s:5:""Indie"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://youtu.be/KdZpvSGKLZc,https://youtu.be/6pgO3XPQzR0,,,,"-COMO HABLAR 4.00
-COMO SI FUERAS A MORIR MAÑANA 4.00
-NADA DE ESTO FUE UN ERROR 3.40
-ROLLING IN THE DEEP 3.40
-EL SOL NO REGRESA 3.40
-MAGGIE DESPIERTA 4.40 
-NO PUEDO VIVIR SIN TI 4.10
-CAROLINA 4.10
-SHALLOW 3.20
-BEGGIN' 3.30
-INEVITABLE 3.15 	
-SOLDADITO MARINERO (ACUSTICA) 4.30	 	
-CARRIE 4.30	 	
-MORE THAN WORDS 4.10 
-PRINCESAS 3.30	
-MARTA SEBAS GUILLE... Y LOS DEMÁS 3.40 	
-SWEET CHILD O' MINE 5.00
-EL RITMO DEL GARAGE	4.50
-NI TÚ NI NADIE 3.40

-SOBREVIVIRÉ 4.33",Completo,2,1960
20510,2022-10-02,Celi,Celi,Valencia,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,500,180,"a:1:{i:0;s:9:""Acústico"";}",,,,,,"LOCA - LUZ CASAL. EL MUNDO- EFECTO MARIPOSA. INSURRECCION- MANOLO GARCIA. INEVITABLE- SHAKIRA. LA PUERTA VIOLETA- GIRASOLES- ROZALEN. COTY- NADA FUE UN ERROR. STAN BY ME- B-KING. GRITA- JARABE DE PALO. CAN'T BY ME LOVE- BEATLES. THESE BOOTS ARE GONNA WALK ALL OVER YOU- NANCY SINATRA. A QUIEN LE IMPORTA- ALASKA. FLACA- ANDRES CALAMARO. LA NOCHE ES- TAHURES ZURDOS. LA ALEGRIA- EL DILUVI. UNA ROSA ES UNA ROSA- MECANO. AMA, AMA Y ENSANCHA EL ALMA, SO PAYASO- EXTREMODURO. JONNY BE GOOD-CHUCK BERRY......",Completo,0,2010
20514,2022-10-02,Javo,Javo,Barcelona,Músico,,,,,,,,,,,,,,,,,,,,,,,Incompleto,0,2011
20517,2022-10-02,Dj Miny T,Dj Miny T,Madrid,DJ,a:0:{},120,80,,,,,,,,,,,,,"a:4:{i:0;s:11:""Alternativa"";i:1;s:9:""Comercial"";i:2;s:11:""Electronica"";i:3;s:9:""Reggeaton"";}",,,,,,,Completo,0,0
20530,2022-10-03,Nerea.gcendon,Nerea.gcendon,Madrid,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:2:{i:0;s:9:""Acústico"";i:1;s:10:""Romántica"";}",,,,,,,Completo,0,2015
20549,2022-10-03,Xadd Collective,Xadd Collective,Valencia,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,1000,180,"a:3:{i:0;s:5:""Funky"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";}",https://youtu.be/SaBs-861smo,,,,,"Otis Redding - The dock of the bay
Robbie Williams - Angels
Amy Winehouse - Valerie
Jason Mraz - I'm Yours
David otero y Taburete - Una foto en blanco y negro
M Clan - Carolina
Jason Blunt - 1973
Bee gees - Stayin Alive (Deeluxe cover)
Joe Cocker - Unchain my heart
Natalie Imbruglia - Torn
Supertrump - Logical Song
Colourshop - Sparks of Life
Colourshop - Chasing Life
Creedence Clearwater Revival - Proud Mary
Fools Garden - Lemon Tree",Completo,0,68
20591,2022-10-03,TikTakTime,TikTakTime,Valencia,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,300,100,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://youtu.be/gM8eGpXPVdE,https://www.youtube.com/watch?v=lbXnUhmDIKo,https://www.youtube.com/watch?v=UB_Rap-fxS4,,,"Dont You simplemint, Concierto Salvaje, Mas y mas, Calles sin luz, La chica de ayer, Tu mano en mi mano, Un beso y una flor, Donde estás, Marineros varados, Himno a ti (tema propio), Happy toguether, shout, lobo hombre sildavia, han caido los dos, don´t loock back in anger, Brothers in arms, Asi es la ley, Angel, with o without you, personal jesus, swett dreams, thunderstruck, the man the sold the world, venus",Completo,0,2016
20598,2022-10-03,pakemas,pakemas,Guadalajara,Músico,"a:3:{i:0;s:5:""Trío"";i:1;s:27:""Banda/Conjunto sin batería"";i:2;s:18:""Banda con batería"";}",,,,,,,450,100,,,550,160,594,180,"a:3:{i:0;s:11:""Flamenquito"";i:1;s:5:""Rumba"";i:2;s:5:""Otros"";}",https://www.youtube.com/watch?v=ldM6O-xBaJY,https://www.youtube.com/watch?v=d5cE6bM2Gfk,,,,"el regalo el junco, noches de bohemia navajita platea, entre sobras y sobras, la llama del amor, ecos del rocio, paco candela, manzanita, los chichos, gypsi kings, el barrio, arrebato, india martinez, los secretos, etc etc",Completo,0,2017
20600,2022-10-03,Sandra viva,Sandra viva,Alicante,Músico,"a:1:{i:0;s:7:""Solista"";}",,,50,50,,,,,,,,,,,"a:2:{i:0;s:7:""Bachata"";i:1;s:9:""Comercial"";}",,,,,,,Incompleto,0,2018
20601,2022-10-03,Desmokinshow,Desmokinshow,Barcelona,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,1500,180,"a:4:{i:0;s:5:""Disco"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";i:3;s:10:""Romántica"";}",https://youtu.be/efSL_JZFdO0,https://youtu.be/rDKyKr4nj9g,,,,Grease- Michael Jackson -el chaval de la peca-ska-p-los del rio- las ketchup- nirvana- zapato veloz- muchos mas,Completo,0,2019
20606,2022-10-04,Lavia,Lavia,Madrid,Músico,"a:1:{i:0;s:7:""Solista"";}",,,100,30,,,,,,,,,,,"a:3:{i:0;s:9:""Acústico"";i:1;s:3:""Pop"";i:2;s:3:""R&B"";}",,,,,,,Completo,0,2020
20671,2022-10-04,Replay Band,Replay Band,Murcia,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,800,200,"a:1:{i:0;s:3:""Pop"";}",https://www.youtube.com/watch?v=bd0211fi_oU,https://www.youtube.com/watch?v=27jTlF6RZBs,https://www.youtube.com/watch?v=6xqAkB_2SKY,,,"-EVERY BREAK YOU TAKE 
-MIL CALLES
-HIGHWAY TO HELL
-DANCE MONKEY
-SHALLOW
-HARD TO HANDLE     
-LIVING ON A PAYER 
-BLACK VELVET         
-HAVANA
-MIX DE ALASKA             
- MIX DE MECANO        
-MIX DE AMARAL          
-DON’T START NOW    
-MI VIDA EN ROSA 
-MUSICA LIGERA       
-GEORGY PORGY
-NO DUDARIA
-I WILL SURVIVOR 
-SHOP SHOP
-THE BEST        
-PRINCESAS
-DEJAME  
-MIX DE FITO                         
-COMO YO TE AMO
-HAGO CHAS
-MIX HOMBRES G       
-CAROLINA                    
-MIX HEROES DEL SILENCIO           
-MIX SEGURIDAD SOCIAL
-BARCO A VENUS
-MIX DISCO
-CUANDO BRILLE EL SOL
-INSURRECION
-SALTA
-AÑOS 80
-DEJAME
-MORIR DE AMOR
-FEO FUERTE Y FORMAL
-LA LISTA DE LA COMPRA
-MIX DE ALASKA
-EXPECTACULAR
-ECT.ECT.",Completo,0,2023
20672,2022-10-04,ANDRES ARANDA DJ,ANDRES ARANDA DJ,Granada,DJ,a:0:{},150,50,,,,,,,,,,,,,"a:4:{i:0;s:7:""Bachata"";i:1;s:9:""Comercial"";i:2;s:11:""Electronica"";i:3;s:5:""House"";}",https://www.youtube.com/shorts/Y3uc9Jy4B9g,https://www.youtube.com/watch?v=l_VC-Q9M5LU,https://www.youtube.com/watch?v=3nc7cU5uOUo&t=11s,,,"MI REPECTORIO ES MUY INTENSO, ME CENTRO EN LO COMERCIAL Y ACTUAL, PERO TENGO MUY BUEN REPERTORIO DE TEMAS ANTIGUOS Y POR PETICION ME ADAPTO A TODO ESTILO DE MUSICA",Completo,3,637
20704,2022-10-04,Daniel Hare,Daniel Hare,Madrid,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:18:""Banda con batería"";}",,,250,100,400,100,,,,,,,800,200,"a:1:{i:0;s:9:""Acústico"";}",https://youtu.be/c3c3eJyRHpU,https://youtu.be/8KVrjuntLlw,,,,"Pero a tu lado - Secretos 
Viva la vida - Coldplay 
Satisfaction - Rolling Stones 
Canciones de los 80 
Etc.",Completo,0,2027
20708,2022-10-04,Josema Jiménez,Josema Jiménez,Sevilla,Músico,"a:2:{i:0;s:7:""Solista"";i:1;s:18:""Banda con batería"";}",,,250,50,,,,,,,,,700,180,"a:4:{i:0;s:7:""Bachata"";i:1;s:6:""Latina"";i:2;s:8:""Mariachi"";i:3;s:3:""Pop"";}",https://youtu.be/d6YJXi69MhE,https://youtu.be/8-bLVPPFb74,https://youtu.be/NSEd8FVQoG4,,,"‌1 Déjate querer
‌2 Mi gran noche
‌3 Déjame                                       
‌4 No puedo vivir sin ti                  
‌5 Hola mi amor                             
‌6 Amigo                                         
‌7 Vida de rico                                
‌8 Yo viviré                                      
‌9 La receta                                    
‌10 Unchained Melody
‌11 No lo beses
‌12 Mi niña bonita
‌13 Hoy tengo ganas de ti

En otros",Completo,0,2028
20714,2022-10-04,Manolo Sánchez,Manolo Sánchez,Cádiz,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";}",,,200,50,250,80,300,100,350,120,400,160,,,"a:6:{i:0;s:4:""Coro"";i:1;s:8:""Clásica"";i:2;s:7:""Góspel"";i:3;s:12:""Instrumental"";i:4;s:5:""Piano"";i:5;s:5:""Otros"";}",,,,,,,Incompleto,0,2029
20734,2022-10-05,Natali Pop Band,Natali Pop Band,Valencia,Músico,"a:2:{i:0;s:5:""Trío"";i:1;s:18:""Banda con batería"";}",,,,,,,400,100,,,,,500,150,"a:1:{i:0;s:9:""Comercial"";}",https://youtu.be/res0cDMtVxc,,,,,"Desde Amy Winehouse hasta Fito, la banda repasará los mejores y más populares temas de los últimos 50 años.",Completo,0,2031
20811,2022-10-05,musicacye,musicacye,Granada,Músico,"a:4:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:8:""Cuarteto"";i:3;s:27:""Banda/Conjunto sin batería"";}",,,,,250,150,350,200,450,250,550,300,,,"a:6:{i:0;s:8:""Clásica"";i:1;s:9:""Comercial"";i:2;s:12:""Instrumental"";i:3;s:3:""Pop"";i:4;s:4:""Rock"";i:5;s:10:""Romántica"";}",,,,,,"Amplio repertorio que va desde la música clásica, boleros, música pop, rock, hasta la música actual.",Incompleto,0,2033
20831,2022-10-05,Esto no es Serio,Esto no es Serio,Madrid,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,500,180,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",https://youtu.be/szhkpQjwqXs,https://youtu.be/hkedg8ycgno,,,,"La chica de ayer - Nacha Pop
Insurreccion - El ultimo de la fila
Los Ronaldos - No puedo vivir sin ti.
cadillac solitario - Loquillo
vesiones del estilo y muchas mas",Completo,0,2034
20867,2022-10-05,alej,alej,Barcelona,Músico,,,,,,,,,,,,,,,,,,,,,,,Incompleto,0,2036
20876,2022-10-05,Clandestinos: Tributo M-Clan,Clandestinos: Tributo M-Clan,Madrid,Músico,"a:2:{i:0;s:5:""Trío"";i:1;s:18:""Banda con batería"";}",,,,,,,350,100,,,,,600,180,"a:1:{i:0;s:4:""Rock"";}",https://youtu.be/nEwxG7Y5E_Y,https://youtu.be/e-mfxygMoLg,https://youtu.be/UM1K_irG97o,,,"Carolina - MClan.
Maggie Despierta - MClan
Miedo - MClan.
Quédate a dormir - MClan.
Souvenir - MClan.
Estas entre muchas más del grupo.",Completo,0,2038
21016,2022-10-06,La Mano del Trasgu,La Mano del Trasgu,Madrid,,,,,,,,,,,,,,,,,,,,,,,,Incompleto,0,0
21029,2022-10-06,La Mano del Trasgu,La Mano del Trasgu,Madrid,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,150,80,,,,,,,,,"a:5:{i:0;s:9:""Acústico"";i:1;s:9:""Comercial"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";i:4;s:5:""Rumba"";}",https://youtu.be/ArjDlrX9Tzs,,,,,,Completo,0,2042
21040,2022-10-06,Cesc Valido,Cesc Valido,Madrid,Músico,"a:5:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:8:""Cuarteto"";i:3;s:27:""Banda/Conjunto sin batería"";i:4;s:18:""Banda con batería"";}",,,,,200,80,280,100,300,120,400,160,500,180,"a:3:{i:0;s:9:""Acústico"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";}",https://youtu.be/FrD9y_RlhPk,https://youtu.be/DEjU2HzVuBE,https://youtu.be/EPfwcD-jp7A,,,,Completo,0,2043
21041,2022-10-06,Big Xulián Folkloor,Big Xulián Folkloor,Guadalajara,,,,,,,,,,,,,,,,,,,,,,,,Incompleto,0,2044
21052,2022-10-06,Rafa urbano,Rafa urbano,Sevilla,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,350,80,,,,,,,,,"a:4:{i:0;s:8:""A capela"";i:1;s:9:""Acústico"";i:2;s:11:""Flamenquito"";i:3;s:3:""Pop"";}",https://youtu.be/eoiXx-jMRro,,,,,"Desde manuel carrasco,a tangana y Antonio flores",Completo,0,2046
21059,2022-10-07,JORDAM,JORDAM,Barcelona,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,400,80,,,,,,,,,"a:5:{i:0;s:9:""Acústico"";i:1;s:5:""Blues"";i:2;s:12:""Instrumental"";i:3;s:3:""Pop"";i:4;s:15:""Tributo a banda"";}",https://youtu.be/ZJDipwhPCss,https://youtu.be/rVvjPnX6AYg,,,,,Completo,0,2047
21076,2022-10-07,Mr. Robinzon,Mr. Robinzon,Murcia,Músico,"a:1:{i:0;s:5:""Trío"";}",,,,,,,500,100,,,,,,,"a:3:{i:0;s:4:""Folk"";i:1;s:5:""Piano"";i:2;s:3:""Pop"";}",https://youtu.be/YLKUK-eQxho,https://youtu.be/-XsFeiibvzs,,,,"Supertramp, Beatles, Elton Yohn, America, Simon & Garfunkel, Moonkees, Bob Dylan, George Harrison, Ramones, Nancy Sinatra, C. C Revival, Status Quo,
Ub 40, Elvis Presley etc",Completo,0,850
21082,2022-10-07,Candela &amp; Rumba,Candela & Rumba,Alicante,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:8:""Cuarteto"";}",,,,,300,80,450,100,600,120,,,,,"a:7:{i:0;s:9:""Acústico"";i:1;s:37:""Canciones de toda la vida en Español"";i:2;s:9:""Comercial"";i:3;s:11:""Flamenquito"";i:4;s:3:""Pop"";i:5;s:4:""Rock"";i:6;s:5:""Rumba"";}",https://youtu.be/cSlwyjoAmW4,https://youtu.be/PmKQAuw-YGU,https://m.facebook.com/story.php?story_fbid=pfbid0HaDH1bFajnsCdnf6gEMEgXi2rqwEAD6Nxctf4L2ebphRB59BBsUFuPi34GW7mVRxl&id=100003128815200,,,"Por la boca vive el pez, la casa por el tejado y soldadito marinero (Fito y los fitipaldi)
Como camarón, me falta el aliento, el último renglón (estopa)
Con solo una sonrisa y caminando por la vida (melendi) uno x uno (Manuel carrasco) corazón partió (Alejandro Sanz) Los tontos (c.tangana y kiko veneno) que bonita la vida ( Dani Martin) la madre de José (el canto del loco)
20 de abril del 90 (celtas cortos)
A quien le importa ( Alaska) loco y contento, entre versos y franela, vida de alquiler, cuanta la leyenda ( Candela & Rumba)",Completo,2,2048
21099,2022-10-07,BLove,BLove,Valencia,Músico,,,,,,,,,,,,,,,,"a:1:{i:0;s:7:""Bachata"";}",,,,,,,Incompleto,0,2049
21100,2022-10-07,BLOVE,BLOVE,Valencia,Músico,"a:1:{i:0;s:27:""Banda/Conjunto sin batería"";}",,,,,,,,,,,800,160,,,"a:1:{i:0;s:7:""Bachata"";}",,,,,,"El torito El anillo, en un solo día Watson, quizás si quizás no, etc",Incompleto,0,2049
21108,2022-10-07,Sofiroyo,Sofiroyo,Navarra,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:9:""Comercial"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://youtu.be/TOdMAMRBrpw,https://youtu.be/RvBPXNpKT6Q,https://youtube.com/shorts/aS3IL54pUdI?feature=share,,,"90 minutos, con la miel en los labios, vuelvo a verte, donde esta el amor, perfect, dani martin en general todas sus canciones, baby- justin bieber, angel caido- malu, prometo- pablo alboran, no hay mas- antonio orozco, morat, carne y hueso- tini, ( alguna propia), say you wont let go, belen aguilera, all i want- olivia rodrigo…",Completo,0,2050
21114,2022-10-08,Majestic Band,Majestic Band,Zaragoza,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,1900,200,"a:4:{i:0;s:9:""Comercial"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";i:3;s:15:""Tributo a banda"";}",https://youtu.be/FrvQkIgKP_w,,,,,"Pop rock nacional e internacional abarcando desde loos años 80 (U-2, Police, Alaska, Bose´, Maná, Mecano, The Corrs...........) Hasta la actualidad, (Marea, Fito, Adele, Morat, Dani Martin...........) Sin olvidar cualquier otro género que pueda solicitar el contratante. (Pasodobles, Valls, Rancheras......)",Completo,0,2051
21121,2022-10-08,Emergencia Emocional,Emergencia Emocional,Madrid,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,600,180,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",https://youtu.be/9nbRDK3Cetw,https://youtu.be/C6tlkP75mCs,https://youtu.be/Gkgheund1b4,,,"Este fue el repertorio de la última boda en la que tocamos: 

1. Mi Macarena - Marlon 
2. Salta - Tequila 
3. Besos - El Canto del Loco
4. La casa por el tejado - Fito y Fitipaldis
5. Caminando por la vida - Melendi
6. Estrella Polar - Pereza 
7. Princesas - Pereza 
8. La madre de José - El Canto del Loco 
9. Feo, fuerte y formal - 
10. Eso que tú me das - Jarabe de Palo
11. De Perreo - Marlon
12. Vida de rico - Camilo 
13. No puedo vivir sin ti - Los Ronaldos
14. Todo - Pereza
15. Terriblemente Cruel - Leiva
16. Carolina - MClan
17. Por la boca vive el pez - Fito y Fitipalfis 
18. Devuélveme a mi chica - Hombres G
19. Física o química - Despistaos
20. Dentro de la ley - Los Zigarros
21. No dudaría - Antonio Flores 
22. Alma Gemela - Emergencia Emocional
23. Zapatillas - El Canto del Loco
24. P'aquí p'allá - La Fuga
25. Maneras de vivir - Leño
26. A quién le importa - Alaska y Dinarama",Completo,0,2052
21123,2022-10-08,Ana Sánchez,Ana Sánchez,Murcia,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";}",,,100,50,200,80,280,100,300,120,400,160,,,"a:4:{i:0;s:8:""Clásica"";i:1;s:12:""Instrumental"";i:2;s:3:""Pop"";i:3;s:10:""Romántica"";}",,,,,,,Completo,0,2053
21126,2022-10-08,Juanjo Piña,Juanjo Piña,Madrid,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";}",,,300,90,450,80,500,100,750,120,1000,200,,,"a:3:{i:0;s:13:""Flamenco puro"";i:1;s:11:""Flamenquito"";i:2;s:5:""Rumba"";}",,,,,,,Completo,0,2054
21143,2022-10-09,Elfefe.3.0,Elfefe.3.0,Valencia,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:18:""Banda con batería"";}",,,50,50,100,60,,,,,,,150,90,"a:5:{i:0;s:9:""Acústico"";i:1;s:5:""Blues"";i:2;s:5:""Indie"";i:3;s:3:""Pop"";i:4;s:6:""Reggae"";}",https://youtu.be/ZwBNdWnXYM0,https://youtu.be/03ge0RU0Zuo,https://youtu.be/rdMaEHss-Fs,,,"La mujer de verde  izal 
Pájaros de barro Manolo G
Cantares Serrat 
Sinceramente tuyo
Cosmos love & lesvian
Copenhague vetusta
Fuego
Flaca
No hay manera
Creep rsdiohed
Wild horses Rolling 
La chispa adecuada",Completo,0,852
21144,2022-10-09,Puteados del Sistema,Puteados del Sistema,Barcelona,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,150,50,"a:2:{i:0;s:9:""Hard Rock"";i:1;s:4:""Rock"";}",https://youtu.be/35YQXPDej3c,https://youtu.be/T4jrp7qtElY,https://youtu.be/KUuRhYbt46o,,,"Show all 198 Puteados del Sistema songs

""Heroes"" (8)
(You Gotta) Fight for Your Right (To Party!) (9)
20th Century Boy (16)
48 Crash (1)
A Hard Day's Night (7)
About a Girl (2)
Abre la puerta (2)
Addicted to Love (1)
All Right Now (2)
All Star (2)
All the Small Things (4)
Another One Bites the Dust (17)
Antihéroe (8)
Any Way You Want It (1)
Are You Gonna Be My Girl (10)
Asumpta (1)
Back in the U.S.S.R. (20)
bad guy (1)
Bad Moon Rising (8)
Bad Reputation (2)
Basket Case (3)
Because the Night (4)
Beer Drinkers & Hell Raisers (1)
Beetlebum (4)
Bella Ciao (1)
Best of You (2)
Blitzkrieg Bop (9)
Bohemian Like You (6)
Born to Be Wild (2)
Boulevard of Broken Dreams (3)
Breaking the Law (3)
Breakout (3)
Buddy Holly (1)
C'mon and Love Me (8)
C'mon Everybody (5)
Californication (5)
Calle sin luz (1)
Can't Take My Eyes Off You (1)
Come Together (4)
Common People (7)
Cómprate una tele (5)
Crazy Little Thing Called Love (6)
Creep (10)
Dance With Somebody (4)
Dancing Shoes (4)
Dancing With Myself (1)
David Watts (1)
Dead Leaves and the Dirty Ground (1)
Die, Die My Darling (2)
Digging the Grave (2)
Do the Evolution (1)
Do You Remember Rock 'n' Roll Radio? (2)
Do You Want To (2)
Doctor Doctor (13)
Dolores se llamaba Lola (1)
Don't Stop (1)
Don't You (Forget About Me) (21)
Drive (1)
Easy (1)
El Negro de Tarzán (3)
Ella usó mi cabeza como un revólver (2)
En blanco y negro (2)
Enter Sandman (2)
Ever Fallen in Love (With Someone You Shouldn't've) (5)
Everybody (Backstreet's Back) (5)
Eye of the Tiger (3)
Falso Sol (26)
Fly Away (1)
Fortunate Son (3)
Get Back (4)
Get It On (1)
Gigantic (1)
Gimme All Your Lovin' (1)
Gimme Danger (2)
Gimme Some Lovin' (2)
Give It Away (3)
God Gave Me Everything (1)
God Save the Queen (3)
Handle With Care (2)
Hard as a Rock (2)
Hard to Handle (5)
Hate to Say I Told You So (20)
Hey Jude (2)
Highway to Hell (12)
Hound Dog (12)
I Hate Myself for Loving You (2)
I Heard It Through the Grapevine (1)
I Just Don't Know What to Do With Myself (3)
I Wanna Live (2)
I'm Gonna Be (500 Miles) (6)
I'm Losing You (1)
Immigrant Song (4)
In Bloom (3)
Insurrección (6)
Jailbreak (10)
Janie Jones (1)
Jeremy (2)
Jesucristo García (10)
Jumpin' Jack Flash (7)
Karma Police (1)
Kick Out the Jams (1)
Killing in the Name (5)
Kings of Metal (2)
Knockin' on Heaven's Door (6)
Las niñas del colegio de la Salle (2)
Last Nite (25)
Learn to Fly (6)
Let's Dance (4)
Light My Fire (5)
Lithium (1)
Little Black Submarines (2)
Living After Midnight (4)
Loca del Facebook (1)
London Calling (9)
Lonely Boy (8)
Longview (2)
Louie Louie (5)
Loving Cup (1)
Lump (2)
Maldito duende (3)
Man on the Moon (6)
Maneras de vivir (4)
Mariano (4)
Mas Sexy (3)
Me gusta ser una zorra (1)
Milk and Alcohol (3)
Miss You (9)
Molly Ramone (2)
Mrs. Robinson (3)
My Generation (2)
My Sharona (1)
Na Na Na Na Naa (2)
Neat Neat Neat (1)
New Age Girl (3)
No One Knows (4)
No Particular Place to Go (2)
Nowhere (1)
Otherside (16)
Paranoid (2)
Parklife (1)
Personal Jesus (2)
Plush (2)
Popurrí Puteado (1)
Pretty Fly (for a White Guy) (3)
Purple Haze (4)
Ray of Light (4)
Rebel Yell (31)
Reptilia (8)
Right Here in My Arms (3)
Rock the Casbah (2)
Rock'n Me (1)
Rockin' in the Free World (5)
Rocks (3)
Roll With It (4)
Roxanne (3)
Say Just Words (3)
Search and Destroy (5)
Seven Nation Army (15)
She's a Wind Up (1)
Should I Stay or Should I Go (23)
Smoke on the Water (7)
Smooth Criminal (2)
Sol de invierno (3)
Somebody to Love (5)
Stand by Me (3)
Sunday Bloody Sunday (4)
Surrender (1)
Suspicious Minds (6)
T.N.T. (7)
The Hand That Feeds (3)
The Hell Song (1)
The Imperial March (1)
The Pretender (4)
These Boots Are Made for Walkin' (5)
Tick Tick Boom (5)
Tie Your Mother Down (6)
Times Like These (1)
Today (5)
Tonight, Tonight (1)
Txus (3)
Under Pressure (2)
Under the Bridge (2)
Use Somebody (5)
Video Killed the Radio Star (6)
Walk (10)
Walk on the Wild Side (1)
Walking Contradiction (1)
We Will Rock You (1)
What I Like About You (2)
Where Is My Mind? (6)
White Wedding (1)
Who Made Who (3)
Wicked Game (5)
Working Class Hero (1)
You Drive Me Wild (1)
You Really Got Me (5)
Ziggy Stardust (6)
Zombie (13)",Completo,0,2056
